"Objective","State","focus_name","Year","error","raw","rounded"
"               Black or African American only","NewJersey","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.9,33.1,33
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","1998",6.3,39.6,40
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","1999",7.1,37.6,38
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2000",9.3,39.5,NA
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2001",6.7,30.9,31
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2002",6.1,26.9,27
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2003",6.4,34,34
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2004",3.9,12.4,NA
"               Black or African American only","NewMexico","19-1    Healthy weight in adults (age adjusted, aged 20","2005",5.8,26.6,27
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","1998",4.8,33.9,34
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","1999",6.7,28.8,29
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2000",7.9,22.6,NA
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2001",5,15.9,NA
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2002",6.4,30.7,31
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2003",6.3,35.1,35
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2004",6.2,48.6,49
"               Black or African American only","NewMexico","19-2    Obesity in adults (age adjusted, aged 20 years","2005",5.8,28.6,29
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","1998",3.3,34.8,35
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","1999",3.1,29.8,30
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.7,28.7,29
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.7,27.7,28
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.6,26.8,27
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2.4,30.5,30
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.4,32.5,33
"               Black or African American only","NewYork","19-1    Healthy weight in adults (age adjusted, aged 20","2005",3,30,30
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","1998",2.9,23,23
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","1999",2.6,22.4,22
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2.9,31,31
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2001",3,32.5,33
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.9,32.5,33
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2003",2.4,28.8,29
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2004",2.2,30.1,30
"               Black or African American only","NewYork","19-2    Obesity in adults (age adjusted, aged 20 years","2005",2.6,30.5,31
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.7,28.2,28
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.4,26.3,26
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.3,27.4,27
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2,26.2,26
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.1,23.9,24
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.6,23.7,24
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.2,22.8,23
"               Black or African American only","NorthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.2,22.1,22
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","1998",2.7,30.2,30
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","1999",2.4,32.5,32
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2.2,32.4,32
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2001",2.2,36.2,36
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.2,39.1,39
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1.8,36.4,36
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.2,37.3,37
"               Black or African American only","NorthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.4,40.1,40
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","1998",17.9,60.3,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","1999",16.5,16.9,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2000",12.5,45,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2001",12.2,37.1,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2002",14.1,24.4,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2003",4,47.6,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2004",11.8,21.6,NA
"               Black or African American only","NorthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2005",9.1,24.1,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","1998",7.7,7.4,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","1999",15.4,15.1,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2000",9.4,40.9,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2001",0,0,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.8,24.9,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2003",8.7,10.5,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2004",9.8,36.5,NA
"               Black or African American only","NorthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2005",9.2,26.5,NA
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","1998",4,33.4,33
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","1999",4.4,33.6,34
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2000",4,30.2,30
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.8,26.4,26
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2002",4.1,35.4,35
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2003",3,24.7,25
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2004",3.2,26.3,26
"               Black or African American only","Ohio","19-1    Healthy weight in adults (age adjusted, aged 20","2005",3.4,22.5,23
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","1998",3.5,25.8,26
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","1999",4.1,29.8,30
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2000",3.8,27.8,28
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2001",2.4,23.1,23
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2002",3,27.9,28
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2003",3.4,35.9,36
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2004",3.4,36.7,37
"               Black or African American only","Ohio","19-2    Obesity in adults (age adjusted, aged 20 years","2005",4.2,48.6,49
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","1998",4.6,34.3,34
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","1999",4.3,28.6,29
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2000",3.7,35.7,36
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2001",3.8,24.4,24
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.8,28.2,28
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2.7,32.9,33
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.9,28.1,28
"               Black or African American only","Oklahoma","19-1    Healthy weight in adults (age adjusted, aged 20","2005",3.1,26.8,27
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","1998",3.7,23.9,24
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","1999",3.6,22.8,23
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2000",3.2,25.8,26
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2001",4.1,28,28
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.6,27.6,28
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2003",2.5,29.1,29
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2004",2.7,28.2,28
"               Black or African American only","Oklahoma","19-2    Obesity in adults (age adjusted, aged 20 years","2005",3.1,33.9,34
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","1998",7.2,12.4,NA
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","1999",6.9,11.3,NA
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2000",8.4,32.7,NA
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2001",10.8,31,NA
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2002",9.5,27.6,NA
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2003",10,31.2,NA
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2004",6.7,27.5,28
"               Black or African American only","Oregon","19-1    Healthy weight in adults (age adjusted, aged 20","2005",5.8,14.7,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","1998",8.4,61.9,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","1999",7.2,38.1,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2000",5.4,30,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2001",7.1,16.8,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2002",5.7,17.4,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2003",6.6,30.8,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2004",5.8,21,NA
"               Black or African American only","Oregon","19-2    Obesity in adults (age adjusted, aged 20 years","2005",7.4,39.5,NA
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","1998",3,24.5,24
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","1999",3.2,29.3,29
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.8,22.6,23
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","2001",3.3,24.9,25
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.1,25.3,25
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","2003",3,20.8,21
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.5,22.1,22
"               Black or African American only","Pennsylvania","19-1    Healthy weight in adults (age adjusted, aged 20","2005",3.7,30.1,30
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","1998",3.3,28.3,28
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","1999",3.3,30.4,30
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","2000",3.2,31.6,32
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","2001",3.6,35.3,35
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.5,37.9,38
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","2003",3.5,35.4,35
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","2004",3.1,39,39
"               Black or African American only","Pennsylvania","19-2    Obesity in adults (age adjusted, aged 20 years","2005",3.3,33.4,33
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","1998",4.1,25.1,25
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","1999",4.5,25,25
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","2000",4.1,27.6,28
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","2001",4.2,21.4,21
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","2002",5.1,30.1,30
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","2003",4.8,39.5,39
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","2004",5.3,43.7,44
"               Black or African American only","RhodeIsland","19-1    Healthy weight in adults (age adjusted, aged 20","2005",4,22.5,23
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","1998",4.4,25.4,25
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","1999",6,32.5,33
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","2000",5,35.9,36
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","2001",4.1,39.4,39
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","2002",4.1,25.5,25
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","2003",3.9,20.4,20
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","2004",3.5,16.8,17
"               Black or African American only","RhodeIsland","19-2    Obesity in adults (age adjusted, aged 20 years","2005",4.8,32.5,32
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.1,30.1,30
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","1999",1.7,21.9,22
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2,26,26
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.1,25,25
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.9,23.7,24
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2003",1.6,24.7,25
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2004",1.5,23.5,24
"               Black or African American only","SouthCarolina","19-1    Healthy weight in adults (age adjusted, aged 20","2005",1.4,19.7,20
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","1998",2.2,31.7,32
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","1999",2,32.2,32
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2.2,35.9,36
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2001",2.4,37.3,37
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.1,36.5,36
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2003",1.9,39,39
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2004",1.6,36.9,37
"               Black or African American only","SouthCarolina","19-2    Obesity in adults (age adjusted, aged 20 years","2005",1.6,40.9,41
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","1998",5.7,54,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","1999",12,16.6,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2000",6.7,25.2,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2001",9.8,37.2,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2002",7.6,17.4,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2003",10.2,11.6,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2004",10,45.5,NA
"               Black or African American only","SouthDakota","19-1    Healthy weight in adults (age adjusted, aged 20","2005",6.7,7.6,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","1998",9,11.3,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","1999",1.9,35.8,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2000",5.8,23.5,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2001",10.7,16.7,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2002",6.9,19.5,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2003",6.5,39.2,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2004",0.8,23.9,NA
"               Black or African American only","SouthDakota","19-2    Obesity in adults (age adjusted, aged 20 years","2005",13,71.7,NA
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","1998",3.1,32.2,32
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.7,33.8,34
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.4,24.3,24
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","2001",3.2,27.5,28
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.6,25.7,26
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","2003",3.2,24.1,24
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.8,25.3,25
"               Black or African American only","Tennessee","19-1    Healthy weight in adults (age adjusted, aged 20","2005",3.1,25.6,26
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","1998",2.6,26.2,26
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","1999",2.5,23.8,24
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2.7,33.9,34
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","2001",2.7,30.3,30
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.9,35.1,35
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","2003",3.5,38.3,38
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","2004",3.1,34.8,35
"               Black or African American only","Tennessee","19-2    Obesity in adults (age adjusted, aged 20 years","2005",3.5,42.2,42
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.5,26.5,27
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.7,25.5,25
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","2000",2.8,28.9,29
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.1,25.6,26
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","2002",2.2,21.5,21
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2.1,21.6,22
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.4,25.6,26
"               Black or African American only","Texas","19-1    Healthy weight in adults (age adjusted, aged 20","2005",3,23.5,24
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","1998",2.5,31.9,32
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","1999",3.1,35.5,36
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2.7,28.9,29
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","2001",2.4,34.4,34
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.7,39.7,40
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","2003",2.5,34.7,35
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","2004",2.6,37.6,38
"               Black or African American only","Texas","19-2    Obesity in adults (age adjusted, aged 20 years","2005",3.5,41.7,42
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","1998",8,80.8,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","1999",4.9,28.2,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","2000",5.8,11,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","2001",10.4,18.8,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","2002",5.9,28.8,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","2003",7.6,38,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","2004",9.6,25.3,NA
"               Black or African American only","Utah","19-1    Healthy weight in adults (age adjusted, aged 20","2005",7,40.7,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","1998",3,2.4,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","1999",11.8,47.4,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","2000",7.4,72.1,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","2001",7.2,37.7,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","2002",4.1,29.5,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","2003",9.7,44.2,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","2004",11.9,30.3,NA
"               Black or African American only","Utah","19-2    Obesity in adults (age adjusted, aged 20 years","2005",9.7,35.1,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","1998",8.4,38.6,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","1999",12.7,40.4,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","2000",11.2,34.3,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","2001",14.2,46.3,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","2002",13.3,38,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","2003",8.2,45.9,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","2004",10.3,28.2,NA
"               Black or African American only","Vermont","19-1    Healthy weight in adults (age adjusted, aged 20","2005",12,54.2,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","1998",9.2,15.3,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","1999",8.5,33,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","2000",5.4,23.1,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","2001",11.3,34.9,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","2002",9.7,28.7,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","2003",8.6,28.1,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","2004",10.4,36.5,NA
"               Black or African American only","Vermont","19-2    Obesity in adults (age adjusted, aged 20 years","2005",8.7,18.1,NA
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","1998",2.5,30.3,30
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","1999",2.5,26.9,27
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","2000",3.1,25.1,25
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","2001",2.1,22,22
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","2002",1.9,20.4,20
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","2003",2,26.6,27
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","2004",2.1,25.2,25
"               Black or African American only","Virginia","19-1    Healthy weight in adults (age adjusted, aged 20","2005",2.6,23.8,24
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","1998",2.3,28.3,28
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","1999",2.4,26.5,27
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","2000",2.7,26.3,26
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","2001",2.5,36.2,36
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","2002",2.2,35.7,36
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","2003",2.1,33.8,34
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","2004",2.2,35.3,35
"               Black or African American only","Virginia","19-2    Obesity in adults (age adjusted, aged 20 years","2005",2.8,36.3,36
"               Black or African American only","Washington","19-1    Healthy weight in adults (age adjusted, aged 20","1998",5.4,29,29
"               Black or African American only","Washington","19-1    Healthy weight in adults (age adjusted, aged 20","1999",5.8,21.6,22
"               Black or African American only","Washington","19-1    Healthy weight in adults (age adjusted, aged 20","2000",8,39.7,40
"               Black or African American only","Washington","19-1    Healthy weight in adults (age adjusted, aged 20","2001",4.1,15.8,16
"               Black or African American only","Washington","19-1    Healthy weight in adults (age adjusted, aged 20","2002",4.2,21.7,22
"               Black or African American only","Washington","19-1    Healthy weight in adults (age adjusted, aged 20","2003",3.6,29.8,30
